tweet_id,username,name,profile_picture,replies,retweets,likes,is_retweet,retweet_link,posted_time,content,hashtags,mentions,images,videos,tweet_url,link
1597879455942578181,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,490,1532,23300,False,,2022-11-30T09:05:24+00:00,"abwabwa? aaa AAA 
i cant sleep
i just watched a sloth documentary
sloth digestion ..sloths are intense 

 wait wold a sloth dcoumentary be. a solthumen tary ? brain ",[],[],[],[],https://twitter.com/gawrgura/status/1597879455942578181,
1596125907353489409,misyune123,ミシュネ / misyune,https://pbs.twimg.com/profile_images/1607852820807712768/I13b_nw0_x96.jpg,39,2809,19555,True,https://twitter.com/misyune123/status/1596125907353489409,2022-11-25T12:57:25+00:00,#gawrt ,['gawrt'],[],['https://pbs.twimg.com/media/FiaTbhFaUAEmLC8?format=jpg&name=medium'],[],https://twitter.com/misyune123/status/1596125907353489409,
1597232074846789633,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,100,987,11399,False,,2022-11-28T14:12:56+00:00,"!!!! fish !! 
so many senpai AAAAAAA ",[],[],['https://pbs.twimg.com/media/Fin6Y44akAAB4lX?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1597232074846789633,
1597231190184198145,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,701,3162,32740,False,,2022-11-28T14:09:25+00:00,"returning dec 1 ! 
thank u for patience!",[],[],['https://pbs.twimg.com/tweet_video_thumb/FiqBSojX0AIWJAa.jpg'],['https://video.twimg.com/tweet_video/FiqBSojX0AIWJAa.mp4'],https://twitter.com/gawrgura/status/1597231190184198145,
1596219127387095043,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,209,1011,11794,False,,2022-11-25T19:07:50+00:00,a a a! ,[],[],['https://pbs.twimg.com/media/FibSVZjUYAAM66c?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1596219127387095043,
1593197256001437697,animefestasia,Anime Festival Asia (AFA),https://pbs.twimg.com/profile_images/2422479545/image_x96.jpg,49,520,3735,True,https://twitter.com/animefestasia/status/1593197256001437697,2022-11-17T11:00:00+00:00," A Video Message from 
@gawrgura
 from hololive English 

For the first time ever in Singapore, catch #AFASG22 hololive Meet! on 26 Nov (Sat), from 7PM. 

Tickets for sale now:
 http://bit.ly/afasg22-tickets

 http://2022.animefestival.asia
 25 – 27 Nov 22",['AFASG22'],['gawrgura'],['https://pbs.twimg.com/ext_tw_video_thumb/1592105794333310976/pu/img/txx7jlDRbocwKmdz.jpg'],['blob:https://twitter.com/347192ff-b877-4e74-8816-3bab6c72a8ed'],https://twitter.com/animefestasia/status/1593197256001437697,
1593561327884062720,Full_burrrrrrst,フルバースト,https://pbs.twimg.com/profile_images/1602697455312642048/30_1b2uX_x96.jpg,15,1446,12064,True,https://twitter.com/Full_burrrrrrst/status/1593561327884062720,2022-11-18T11:06:42+00:00,#gawrt,['gawrt'],[],['https://pbs.twimg.com/media/Fh13k7ZVQAAV4nu?format=jpg&name=medium'],[],https://twitter.com/Full_burrrrrrst/status/1593561327884062720,
1594890541267058693,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,119,1218,10073,False,,2022-11-22T03:08:31+00:00,"Among Us x hololive  
(try the blue stuff, its delicious) 

Cover merch sales end Nov. 28th-- 
Innersloth items are now open for pre order! 
https://shop.hololivepro.com/pages/amongus-goods-vol1…
https://store.innersloth.com/collections/among-us-x-hololive…",[],[],"['https://pbs.twimg.com/media/FiIub7RWIAAFPvk?format=jpg&name=medium', 'https://pbs.twimg.com/media/FiIuspIXgAAeL31?format=jpg&name=900x900']",[],https://twitter.com/gawrgura/status/1594890541267058693,
1594315129784442881,redede98,GomBear,https://pbs.twimg.com/profile_images/1196445111271313413/qvrdfBYv_x96.jpg,21,1660,11380,True,https://twitter.com/redede98/status/1594315129784442881,2022-11-20T13:02:02+00:00,"A
#gawrt",['gawrt'],[],['https://pbs.twimg.com/media/FiAlIGrVsAEHaNC?format=jpg&name=large'],[],https://twitter.com/redede98/status/1594315129784442881,
1594788076404211712,muraseqi,✦seqi✦,https://pbs.twimg.com/profile_images/1628494822784008193/Avr3W3TJ_x96.jpg,34,1604,11580,True,https://twitter.com/muraseqi/status/1594788076404211712,2022-11-21T20:21:21+00:00, #gawrt,['gawrt'],[],['https://pbs.twimg.com/media/FiHTPKaaEAE3reD?format=jpg&name=medium'],[],https://twitter.com/muraseqi/status/1594788076404211712,
